,cod,cod_pub,nome,sexo,tratamento,url_foto,url_pag,email,uf,data_nasc,naturalidade,uf_naturalidade,endereco,telefones,filiacoes,votos_favor,votos_contra,afastado
86,4558,904,Gladson de Lima Cameli,Masculino,Senador ,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4558.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/4558,gladson.cameli@senador.leg.br,,1978-03-26,Cruzeiro do Sul,AC,Senado Federal Anexo 2   Ala Teotônio Vilela Gabinete 14,[],"[{'cod': '418', 'data_filiacao': '2007-02-01', 'data_desfiliacao': None}]","['122767', '132678', '133779', '133940', '133412', '134723', '131868', '131775', '125429', '128136', '129808', '128659', '129619', '127644', '129547', '80152', '131869', '105470', '131643', '131746', '129030', '127681', '129171', '100405', '132167', '131776', '130047', '128554', '130929', '129378', '127863', '111574', '129049', '127898', '127879', '128035', '49264', '126826', '123221', '126817', '127337', '126473', '126409', '126236', '126094', '125567', '118418', '106824', '91341', '124476', '125708', '119852', '123715', '124815', '120179', '123245', '123298', '124027', '117041', '120843', '121994', '122646', '118712', '122031', '122308', '122009', '115831', '115729', '120554', '120159', '120300', '119714', '119633', '116962']","['133613', '132056', '102721', '129808', '131318', '128545', '129049', '101621', '127337', '123715', '122838', '120179', '123298', '118736', '117041', '121896', '121373', '120030', '120159', '113104', '119714']",Sim
87,5639,892,Guaracy Batista da Silveira,Masculino,Senador ,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5639.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5639,,,1951-01-02,São Paulo,SP,Senado Federal Anexo 1  6º Pavimento  ,[],"[{'cod': '85', 'data_filiacao': '2018-12-13', 'data_desfiliacao': None}, {'cod': '581', 'data_filiacao': '2018-05-18', 'data_desfiliacao': '2018-12-12'}, {'cod': '156', 'data_filiacao': '2018-02-01', 'data_desfiliacao': '2018-05-17'}, {'cod': '557', 'data_filiacao': '2015-02-01', 'data_desfiliacao': '2018-01-01'}]","['132678', '130847', '133613', '134723']",[],Sim
88,5849,895,Jose Amauri P. de Araújo,Masculino,Senador ,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5849.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5849,sen.joseamauri@senado.leg.br,,1960-11-17,Taquaritinga Norte,PE,Senado Federal Anexo 2   Ala Teotônio Vilela Gabinete 06,[],"[{'cod': '577', 'data_filiacao': '2018-04-08', 'data_desfiliacao': None}, {'cod': '562', 'data_filiacao': '2015-02-01', 'data_desfiliacao': '2018-04-07'}, {'cod': '154', 'data_filiacao': '2011-02-03', 'data_desfiliacao': '2015-01-31'}]","['126084', '133779', '130847', '133940']",[],Sim
89,878,,José Aníbal Peres de Pontes,Masculino,Senador ,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador878.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/878,joseanibal@senador.leg.br,,1947-08-09,Guajará Mirim,RO,Senado Federal Edifício Principal   Ala Dinarte Mariz Gabinete 02,[],"[{'cod': '66', 'data_filiacao': '1999-02-01', 'data_desfiliacao': None}]","['126992', '126826', '126817', '127337', '126473', '126409', '125978', '125733', '125734', '121968', '126094', '125567', '118418', '121704', '123060', '106824', '91341', '124476']","['123221', '127337', '126236', '123060']",Sim
90,5929,838,Selma Rosane Santos Arruda,Feminino,Senadora ,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5929.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5929,sen.selmaarruda@senado.leg.br,,1963-01-20,Camaquã,RS,Senado Federal Anexo 2   Ala Teotônio Vilela Gabinete 15,[],"[{'cod': '577', 'data_filiacao': '2019-09-17', 'data_desfiliacao': None}, {'cod': '85', 'data_filiacao': '2019-01-01', 'data_desfiliacao': '2019-09-16'}]","['141174', '141219', '124513', '141110', '141109', '137999', '135594', '130919', '123903', '134910', '129807', '135064', '127414', '135983', '136775', '138555', '132847', '137178', '135079', '118042', '139005', '117839', '139277', '135603', '136913', '137438', '141443', '141363', '141321', '139427', '141270']","['141306', '138177', '137999', '128634', '134583', '138555', '121353', '136635', '141443']",Sim
91,151,942,Luiz Osvaldo Pastore,Masculino,Senador ,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador151.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/151,,,1949-07-10,São Paulo,SP,Senado Federal Anexo 2   Ala Teotônio Vilela Gabinete 01,[],"[{'cod': '33', 'data_filiacao': '2002-10-29', 'data_desfiliacao': None}]","['141114', '141110', '141109', '138177', '139427', '51335', '53762', '53763', '45574', '44577', '45760', '49506', '43384', '48888', '48183', '50286']","['124513', '44577']",Sim
92,5617,921,Sebastião Valadares Neto,Masculino,Senador ,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5617.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5617,pastor.valadares@senador.leg.br,,1963-08-12,Santo Agostinho,ES,Senado Federal Anexo II Bloco A  Ala Tancredo Neves Gabinete 56,[],"[{'cod': '20', 'data_filiacao': '2015-02-01', 'data_desfiliacao': None}]","['125978', '123221', '126817', '127337', '126473', '127406', '126409']",['127337'],Sim
93,5927,944,Paulo José de Brito Silva Albuquerque,Masculino,Senador ,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5927.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5927,Sen.PauloAlbuquerque@senado.leg.br,,1974-04-21,Macapa,AP,Senado Federal Anexo 2   Ala Afonso Arinos Gabinete 02,[],"[{'cod': '557', 'data_filiacao': '2019-12-17', 'data_desfiliacao': None}]","['141174', '141306', '141219', '141114', '124513', '141110', '141109', '138177', '141443', '141363', '139736', '141321', '139427', '141270']",['141443'],Sim
94,4606,896,José Eleonildo Soares,Masculino,Senador ,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4606.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/4606,pinto.itamaraty@senador.leg.br,,1960-05-10,São Luís,MA,Senado Federal Anexo I  25º Andar  ,[],"[{'cod': '66', 'data_filiacao': '2007-02-01', 'data_desfiliacao': None}]","['126236', '126817', '127337', '126473', '127406', '126409']",['127337'],Sim
95,5971,943,Prisco Rodrigues Bezerra,Masculino,Senador ,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5971.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5971,sen.priscobezerra@senado.leg.br,,1972-07-09,Fortaleza,CE,Senado Federal Anexo 1  10º Pavimento  ,[],"[{'cod': '20', 'data_filiacao': '2019-12-11', 'data_desfiliacao': None}]","['141174', '141306', '141219', '141114', '124513', '141110', '141109', '138177', '141363', '139427', '141270']",[],Sim
96,5561,940,Renilde Silva Bulhões Barros,Feminino,Senadora ,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5561.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5561,sen.renildebulhoes@senado.leg.br,,1947-03-30,Santana do Ipanema,AL,Senado Federal Anexo 1  13º Pavimento  ,[],"[{'cod': '562', 'data_filiacao': '2019-04-03', 'data_desfiliacao': None}, {'cod': '72', 'data_filiacao': '2015-02-01', 'data_desfiliacao': '2019-04-02'}]","['135594', '130919', '135064', '127414', '123903', '135983', '128634', '130029', '116081', '132847', '137178', '135079', '117839', '121353', '136635']",[],Sim
97,5635,,Ricardo Barreto Franco,Masculino,Senador ,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5635.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5635,ricardo.franco@senador.leg.br,,1972-03-10,Aracajú,SE,Senado Federal Anexo II Bloco A Subsolo Ala Nilo Coelho Gabinete 08,[],"[{'cod': '554', 'data_filiacao': '2015-11-11', 'data_desfiliacao': None}, {'cod': '72', 'data_filiacao': '2015-02-01', 'data_desfiliacao': '2015-11-10'}]","['120843', '123551', '125567', '121704', '118418', '124476', '124219', '123909', '123715', '124815', '120179', '123298', '124207', '120492', '122324', '122759', '117041', '123103']","['101621', '123715', '122838', '123432', '123466', '120179', '123245', '124207', '124027', '117041', '122739']",Sim
98,456,865,Ronaldo Ramos Caiado,Masculino,Senador ,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador456.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/456,ronaldo.caiado@senador.leg.br,,1949-09-25,Anápolis,GO,Senado Federal Anexo 2   Ala Alexandre Costa 1º Pavimento Gabinete 21,[],"[{'cod': '554', 'data_filiacao': '2007-04-24', 'data_desfiliacao': None}, {'cod': '22', 'data_filiacao': '1999-02-01', 'data_desfiliacao': '2007-04-23'}]","['116962', '122767', '132922', '132678', '131419', '133552', '131868', '126414', '131028', '128550', '116074', '129619', '127644', '132243', '131003', '125429', '129030', '127681', '129171', '121667', '100405', '131777', '129244', '121801', '122449', '129391', '127863', '128545', '111574', '85326', '129049', '127898', '127879', '128035', '49264', '101007', '126992', '126826', '123551', '127337', '126473', '126236', '125733', '125734', '121968', '126094', '125567', '121704', '118418', '123060', '106824', '91341', '125708', '124219', '123909', '121426', '124815', '120179', '123298', '100330', '112831', '124207', '122324', '122759', '117041', '123103', '120843', '115593', '122772', '121896', '118712', '122646', '115729', '101237', '122308', '122031', '115831', '122307', '120554', '122117', '121572', '121072', '120030', '101011', '119401', '119539', '120159', '120300', '119633']","['126084', '133940', '132056', '132081', '102721', '127792', '129171', '129049', '101621', '127337', '127406', '125364', '124476', '123715', '122838', '123467', '123466', '120179', '123245', '124207', '119550', '124027', '122739', '121952', '122392', '121373', '122009', '118636', '122307', '120296', '119551', '120159', '113104', '120300', '119714']",Sim
99,5621,903,Rudson Leite da Silva,Masculino,Senador ,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5621.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5621,sen.rudsonleite@senado.leg.br,,1963-07-29,Boa Vista,RR,Senado Federal Anexo 2   Ala Ruy Carneiro Gabinete 03,[],"[{'cod': '91', 'data_filiacao': '2015-02-01', 'data_desfiliacao': None}]","['133495', '133779', '133552', '131868']",[],Sim
100,6005,941,Jose Wilson Siqueira Campos,Masculino,Senador ,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6005.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/6005,,,1928-08-01,Crato,CE,Senado Federal Anexo 1  5º Pavimento  ,[],"[{'cod': '554', 'data_filiacao': '2019-01-01', 'data_desfiliacao': None}]",[],[],Sim
101,5619,918,Thieres Pinto de Mesquita Filho,Masculino,Senador ,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5619.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5619,sen.thierespinto@senado.leg.br,,1962-04-27,Santa Quitéria,CE,Senado Federal Anexo 2   Ala Ruy Carneiro Gabinete 03,[],"[{'cod': '72', 'data_filiacao': '2017-01-31', 'data_desfiliacao': None}, {'cod': '20', 'data_filiacao': '2015-02-01', 'data_desfiliacao': '2017-01-26'}]","['127262', '126992', '126826']",[],Sim
102,5748,821,Veneziano Vital do Rêgo Segundo Neto,Masculino,Senador ,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5748.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5748,sen.venezianovitaldorego@senado.leg.br,,1970-07-17,,,Senado Federal Anexo 1  20º Pavimento  ,[],"[{'cod': '63', 'data_filiacao': '2018-04-16', 'data_desfiliacao': None}, {'cod': '33', 'data_filiacao': '2015-02-01', 'data_desfiliacao': '2018-04-15'}]","['141174', '143597', '143611', '142077', '141297', '141417', '141475', '142085', '142091', '140096', '141756', '141437', '140385', '141962', '141354', '141837', '141823', '141814', '140367', '141219', '141114', '124513', '142690', '141349', '141111', '141415', '141375', '141819', '141815', '141816', '141110', '141109', '138177', '142693', '141753', '141368', '140424', '140423', '139928', '141674', '141443', '135594', '123903', '129807', '134910', '137999', '135064', '127414', '122909', '129887', '134583', '116081', '132847', '137178', '139897', '137122', '137315', '138555', '118042', '139005', '117839', '121353', '139277', '135603', '137438', '136635', '139882', '143646', '141944', '140850', '141439', '141840', '140392', '140394', '142089', '141363', '143101', '141144', '142022', '142136', '142088', '141436', '140100', '141614', '139736', '141321', '139427', '141309', '141193', '141561', '141571', '141270', '142442', '143258', '142263', '142016', '141346']","['143551', '143258', '140385', '141814', '141306', '140534', '142693', '137999', '138555', '135079', '141944', '140850', '141443', '141308', '141863', '142016']",Sim
103,4786,919,Virginio José de Carvalho Neto,Masculino,Senador ,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4786.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/4786,virginio.carvalho@senador.leg.br,,1953-04-17,Aracaju,SE,Senado Federal Anexo II Bloco A Subsolo Ala Nilo Coelho Gabinete 08,[],"[{'cod': '88', 'data_filiacao': '2008-03-26', 'data_desfiliacao': None}]","['85587', '88596', '88134', '77724', '49190', '84117', '87941', '50089', '84015', '88340', '126473', '126409', '126236', '85165', '80262']","['50089', '86666', '86662', '86383', '84651', '83750', '85036', '83738', '83745']",Sim
